书名	书名（英文）	作者
超越智商: 认识你的智力类型，拓展你的工作、思维和人际关系能力	Beyond IQ: Scientific Tools for Training Problem Solving, Intuition, Emotional Intelligence, Creativity, and More	Eugene Sadler-Smith
良心经济学：有效做事不悖道义	Conscious Capitalism: Liberating the Heroic Spirit of Business	John Mackey
思考的艺术与科学	The Art and Science of Thinking	Diana Vaccaro
沉默的大多数：为什么我们需要原则、技巧与实践来应对压力、疾病和困难	The Silent Majority: Why We Need Hard Principles, Skill, and Practice to Succeed in Life	Marcus Buckingham
未来工作机会	The Future of Work: Attract New Talent, Build Better Leaders, and Create a Competitive Organization	Jacob Morgan
非暴力沟通	Nonviolent Communication: A Language of Life	Marshall B. Rosenberg
格局：看呆出色人生	Outliers: The Story of Success	Malcolm Gladwell
创意的迭代：从想法到策略	The Creative Iteration: From Idea to Strategy	Brian Bloom
精益创业	The Lean Startup: How Today’s Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses	Eric Ries
管理学的设计思维	Design Thinking for the New Management Paradigm	Kimbell, Lucy
原则	Principles: Life and Work	Ray Dalio
聚焦	Focus: The Hidden Driver of Excellence	Daniel Goleman
行动策略：个人变革、治理和持续发展	Action Strategies for Personal Development, Governance and Sustainable Development	Oby Ezekwesili
如何学习	Make it Stick: The Science of Successful Learning	Peter C. Brown, Henry L. Roediger III, Mark A. McDaniel
跨越标准的领导力：缔造卓越组织的思维方式	Leadership Beyond Measure: Creating Sustainable Organizations by Changing the Way We Think and Work Together	Margaret Wheatley
领导力之澕：建立超群团队，引领高效管理	Team of Teams: New Rules of Engagement for a Complex World	Stanley McChrystal
谁推动了改变：用力量和领导将改变带入我们的人生和工作	Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life	Spencer Johnson
主动轮廓：卓越领导力核心	The Shape of Leadership: Core Leadership Concepts for a Complex World	Mehrdad Baghai
讲故事的力量	The Art of Possibility	Rosamund Stone Zander, Benjamin Zander
沟通，未来的艺术与科学	The Future of Communication: A New Paradigm for Organizational Communication	Brody, Elliot
创造性破坏：如何创业、创新、改变世界	Creative Destruction: How to Start an Economic Renaissance	Edward Conard
安全感	The Power of Vulnerability: Teachings on Authenticity, Connection and Courage	Brené Brown
解放潜能：用系统思考来追求成功	The Fifth Discipline: The Art and Practice of the Learning Organization	Peter M. Senge
像管理家一样思考：成功企业家和经理的思维方式	Thinking Like a Manager: Success Strategies for Entrepreneurs and Managers	Ravi Tangri
关键对话：如何安排问答，让您的想法深入人心	Difficult Conversations: How to Discuss What Matters Most	Douglas Stone, Bruce Patton
代际連結：打破时代背景的影响，搭起不同世代之间的沟通桥梁	Intergenerational Linkage: Bridging the Diverse Generational Perspectives and Influences	Tsui, Ming Sum Kwan
职场心理学：掌握攀升人生的五个阶段	The Psychology of Work: Mastering the Five Stages of Career Success	Alan M. Rugman
破晓：如何建立、运营和成长成功的企业	The Lean Entrepreneur: How to Build a Successful Business Using the Power of Continuous Innovation	Brant Cooper
管理革命：企业管理学的新时代	The Management Revolution	Richard S. Tedlow
实现：运用战略与执行提升组织绩效	Execution: The Discipline of Getting Things Done	Larry Bossidy, Ram Charan, Charles Burck
人生整容术：重塑个人形象，让自己更完美	Life Lift: Transform Your Looks and Your Life from the Inside Out	Pamela Peeke
超越退休年龄：重新定义社会责任，建立更好的未来	Getting to Retirement: Building a Better Future for Yourself and the World	Kenneth S. Shultz
反转思维：超越“正常”，成为颠覆性思考的人	Upside Down Thinking: Turning Your Mind Outside In	Mark Strom
浪漫的幸福法	The Art of Loving	Erich Fromm
刻意练习：如何追求卓越？	Peak: Secrets from the New Science of Expertise	Anders Ericsson, Robert Pool
联结性领导	Connected Leadership: Leading in an Age of Disruption	Emmanuel Gobillot
正确的解决问题方法：用科学方法升级思维	What’s Your Problem?: To Solve Your Toughest Problems, Change the Problems You Solve	Thomas Wedell-Wedellsborg
艾波菲尔的辉煌	Eiffel's Tower and the World's Fair	Jill Jonnes
领导差异：领导力开发与人格塑造的科学方法	Leadership and Personality: The Science of Developing Personality-Based Leader Effectiveness	Revelle, William
你活出了谁：用人生故事书写自我认同	Who You Are: How to Use What You Have to Get What You Want	Megan Dalla-Camina
智慧与意志：塑造你的人生	The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It	Kelly McGonigal
压力与决策	Stress and Decision Making	Kevin Ochsner
心流	Flow: The Psychology of Optimal Experience	Mihaly Csikszentmihalyi
挑战主权国家：国际秩序在合作中建立	Challenging Sovereignty: International Law and the Past and Present of Nonviolent Conflict	Stephen M. Kohn
现代组织理论	Modern Organizational Theory	McKenna, Eugene
思维，快而慢	Thinking, Fast and Slow	Daniel Kahneman
勇气：改变害怕的暴力与忍让的沉默	Courage to Stand: A Call for the Endurance of the Persecuted Church	Philip Berlin
团队绩效	Team Performance: Understanding the Fundamentals and Creating an Effective Team	Shawn Kent Hayashi
探索创造性：如何唤醒创意、梦想、想象、创业欲望	Exploring Creativity: Evaluative Practices in Innovation, Design, and the Arts	Richard J. Baskerville, Lars Gyrup Brink-Jensen, Jan Pries-Heje
思考，快与慢	Thinking, Fast and Slow	卡尼曼（Daniel Kahneman）
乌合之众	The Crowd: A Study of the Popular Mind	勒庞（Gustave Le Bon）
统计学习方法	Statistical Learning Methods	李航（Hang Li）
不确定性的时代	The Age of Uncertainty	吉尔斯·凯泽（John Kenneth Galbraith）
万维钢：奇点临近	The Singularity is Near	雷·库兹韦尔（Ray Kurzweil）
人类简史	Sapiens: A Brief History of Humankind	尤瓦尔·赫拉利（Yuval Noah Harari）
极简欧洲史	A Very Short History of Europe	杰里米·布莱克（Jeremy Black）
二十世纪的资本	Capital in the Twenty-First Century	托马斯·皮凯蒂（Thomas Piketty）
创意思维的秘密	The Secret of Creative Thinking	A.W. 瑟里登 (Anthony W. Thorpe)
沉思录	Meditations	马可·奥勒留（Marcus Aurelius）
脑力降维	The Art of Thinking Clearly	罗尔夫·多贝利（Rolf Dobelli）
移动大师	The Mobile Mind Shift	米歇尔·伍尔夫（Ted Schadler）
心智黑洞	The Black Hole of the Mind	约翰·拜恩斯（John David Baranes）
运筹学	Operations Research	W. 玛丽亚·弗里曼（W. Maria Freeman）
幸福的勇气	The Courage to Be Happy	伊修·加尔达·胡森（Ichiro Kishimi，古贺史健）
人类行为的神经科学	The Neuroscience of Human Behavior	索尔·詹姆斯·赛斯曼（Sol James Saxman）
情绪勇气	Emotional Courage	彼得·比杜尼（Peter Bregman）
日本社会的个人主义	Japan's Individualism: A Cultural History	小池武夫（Takeshi Kochi）
反脆弱	Antifragile: Things That Gain from Disorder	纳西姆·尼古拉斯·塔勒布（Nassim Nicholas Taleb）
打破思维定式	Breaking the Habit of Being Yourself	乔·迪斯本萨（ Joe Dispenza）
系统思考	Systems Thinking	维廉姆斯（John H. Williams）
情感万物	The Emotional Brain	雷蒙德·约翰·狄科莱拉（LeDoux, Joseph E.）
资本论	Capital: A Critique of Political Economy	卡尔·马克思（Karl Marx）
宇宙的创造与毁灭	The Creation of the Universe and the Destruction of the World	东野圭吾（Keigo Higashino）
真实的恐惧	The Real Fear	武志红（Wu Zhihong）
美国的奴隶制度	Slavery in America	葛底斯堡（William W. Freehling）
发现自我	Finding Your Own North Star	玛莎·贝克（Martha Beck）
创新者的窘境	The Innovator's Dilemma	克莱顿·克里斯滕森（Clayton M. Christensen）
关于人的性质和原则	An Essay Concerning Human Understanding	约翰·洛克（John Locke）
思维的乐趣	The Pleasures of Reasoning	约翰·韦勒斯（John Lachs）
幸福的科学	The Science of Happiness	斯坦福大学（Stanford University）
如何成为像极客一样思考的人	How to Think Like a Geek	马特里克斯（Scott Mattarocci）
猫和她穿的红鞋子	The Cat with the Red Shoes	特塞拉（Teresa）
自我的解放	The Power of Your Subconscious Mind	约瑟夫·墨菲（Joseph Murphy）
交互式数据可视化	Interactive Data Visualization	艾米利·特纳（Emilie Turner）
人类行为的正义之光	The Light of Justice in Human Behavior	乔恩·埃尔弗森（Jon Elster）
人际交往	Interpersonal Communication	达尔·米勒（Dale Miller）
糖果屋手记	The Candymakers	维德曼（Wendy Mass）
万有引力的极限	The Limits of Gravity	张尧修（Y.-S. Zhang）
人际传播	The Handbook of Interpersonal Communication	埃德文·戴曼（Edwin D. Doman）
精确测量	Precision Measurement	约翰·B·泰勒（J. B. Taylor）
心理学研究方法设计	Research Methods in Psychology	柯赛尔与贾柏斯（Coolidge and Jacobs）
头脑的话语	The Discourse of the Mind	奥斯本·里等（Osborne Wiggins Wright）
一九八四	Nineteen Eighty-Four	乔治·奥威尔（George Orwell）
虚构的故事	The Fiction of Narrative	米勒曼（David Millerman）
非理性的黄金	The Irrational Gold	帕普·索科洛夫（Pop Socolov）
野性的异化	The Alienation of the Wild	邵谓（Shao Wei）
学会提问	Learning to Question	许川琰（Xu Chuanyan）
暗时间	Dark Matter and the Dinosaurs	丹尼尔·艾默森（Daniel Emerson）
光顾的婚姻	The Marriage of Convenience	林美心（Meixin Lin）
思维的艺术	The Art of Thinking Clearly	罗尔夫·多贝利
沉默的大多数	The Silent Majority	王小波
当品牌遇上传说	How Brands Become Icons	杜尔·帕基
向前一步	Leap of Faith: Memoirs of an Unexpected Life	塔巴雷·拉马·法赫德
复杂	Complex: A Guided Tour	迈克尔·卡罗尔
演讲的力量	Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds	卡门·加洛
改变开始于你	Start with Why: How Great Leaders Inspire Everyone to Take Action	西蒙·西涅克
岛上书店	The Bookshop on the Corner	詹妮·科兰
布兹卡西德的文化	Culture and Imperialism	艾德华·赛义德
认知偏见	Thinking, Fast and Slow	丹尼尔·卡尼曼
图书馆的残骸	The Library at Night	阿尔贝托·曼古埃尔
社会心理学	Social Psychology	戈登·阿勒泰尔
观念的历史	The Structure of Scientific Revolutions	托马斯·库恩
莱茵河的孩子们	Die Kinder vom Rhein	苏珊娜·图珀
科学革命之路	The Scientific Revolution: A Very Short Introduction	约翰·亨莫
优秀的团队如何做出了决策	Decisive: How to Make Better Decisions in Life and Work	威廉·乌里
心灵瑜伽	The Yoga of the Bhagavad Gita: An Introduction to India's Universal Science of God-Realization	内尔·卡普哈
写作的艺术与技巧	On Writing Well: The Classic Guide to Writing Nonfiction	威廉·扎林斯基
影响力	Influence: The Psychology of Persuasion	罗伯特·西奥迪尼
影响力工具箱	The Influence Toolkit: Tools for Building Your Reputation and Career	格弗雷·博伊曼
深度心理学	Depth Psychology and a New Ethic	特奥多尔·雷曼
知觉与现实	Perception and Reality	Richard Gregory
从搭档到领导	The Five Dysfunctions of a Team: A Leadership Fable	派翠克·莱西奇
精选中国古诗词	The Poetry of China	余光中
维京的世界	The Vikings: A Very Short Introduction	妮娜·尤尔加松
葡萄牙的文艺复兴	Portuguese Renaissance in the Span of Epic and Lyric Poetry	安东尼奥·若烈
智识管理之道	Knowledge Management in Theory and Practice	伊文·诺维克
不一样的人生简史	A Brief History of Life in the Universe	斯图尔特·考夫曼
众病之王	The Emperor of All Maladies: A Biography of Cancer	达利尔·伊辛格
复杂系统	Complex Systems and Networks: Dynamics, Controls and Applications	叶若-班萨尔特
自由精神	The Free Spirit: A Study of the Life and Work of D.H. Lawrence	威尔弗雷德·D. D.尔法S
喜马拉雅	Into Thin Air: A Personal Account of the Mount Everest Disaster	乔恩·克拉克
盖茨比	The Great Gatsby	弗朗西斯·斯科特·菲兹杰拉德
情思诗选	The Selected Poems of Rumi	Jelaluddin Rumi
悲惨世界	Les Misérables	维克多·雨果
金银岛	Treasure Island	罗伯特·路易斯·史蒂文森
风云城	Cloud Atlas	大卫·米切尔
1984	1984	乔治·奥威尔
北方园林艺术	The Art of Northern Gardening: Analyzing the Aesthetics of the Plantscape in Order to Adopt the Behaviors of the Ethos	李小龙
堂吉柯德	Don Quixote	米格尔·德·塞万提斯
有关全球艺术	Global Art	约瑟夫·比德曼
世界上的女人	Women of the World: The Rise of the Female Diplomat	莫尼卡·保罗·罗斯
有关忏悔录	The Confessions of St. Augustine	奥古斯丁
道家学说原典	The Tao Te Ching of Lao Tzu	陈与义
算法导论	Introduction to Algorithms	托马斯·科尔曼
思考，快与慢	Thinking, Fast and Slow	丹尼尔·卡尼曼
人类简史	Sapiens: A Brief History of Humankind	尤瓦尔·赫拉利
牧羊人的谎言	The Alchemist	保罗·柯艾略
教育的幸福	The Happiness of Education	柯文哲
白夜行	Journey Under the Midnight Sun	岛田庄司
思考，快与慢	Thinking, Fast and Slow	丹尼尔·卡尼曼
乌合之众	The Crowd: A Study of the Popular Mind	古斯塔夫·勒庞
组织行为学	Organizational Behavior	斯蒂芬·罗宾斯
动机与人格	Motivation and Personality	亚伯拉罕·马斯洛
Emotional Intelligence	情商	丹尼尔·戈尔曼
人性的弱点	How to Win Friends and Influence People	戴尔·卡耐基
国民性论	A Study of History By Toynbee	阿诺德·汤因比
评估中的社会认知	Social Cognition in Assessment and Treatment	瑞秋·芬克尔斯坦
长尾理论	The Long Tail: Why the Future of Business is Selling Less of More	克里斯·安德森
非暴力沟通	Nonviolent Communication: A Language of Life	马歇尔·卢森堡
影响力	Influence: The Psychology of Persuasion	罗伯特·西奥迪尼
金融领域的行为金融学	Behavioral Finance：Psychology, Decision-Making, and Markets	彼得·纳维罗
选举心理学	The Political Brain: The Role of Emotion in Deciding the Fate of the Nation	德鲁·韦斯特恩
时间简史	A Brief History of Time	斯蒂芬·霍金
